id_transaccion,fecha_venta,producto,cantidad,precio_unitario,cliente_id,provincia,metodo_pago,vendedor,costo_envio
TRX-12476,2023-10-22,Vino Blend,19,8877.53,CLI-676,San Juan,Efectivo,Juan Pérez,863.84
TRX-10846,2023-07-06,,3,6557.86,CLI-1102,Neuquén,,Juan Pérez,429.29
TRX-11195,2023-11-07,Vino Rosado,7,7843.84,CLI-1325,Neuquén,,Juan Pérez,885.99
TRX-11179,2023-10-22,Bonarda,17,10402.89,CLI-1400,Salta,App Mobile,Luis Rodriguez,334.56
TRX-10194,2023-07-26,Bonarda,18,10268.13,CLI-1491,Mendoza,Transferencia,Ana García,519.88
TRX-11474,2023-01-09,Espumante,1,3578.1,CLI-1288,Catamarca,Tarjeta de Crédito,Luis Rodriguez,840.4
TRX-11823,2023-03-19,Espumante,1,4150.27,CLI-671,La Rioja,Efectivo,Marta Gómez,887.24
TRX-12201,2023-03-16,Vino Malbec,21,2040.12,CLI-519,Catamarca,Tarjeta de Crédito,Juan Pérez,396.52
TRX-11211,2024-02-27,Espumante,7,4299.62,CLI-670,Mendoza,Efectivo,Juan Pérez,1239.83
TRX-11537,2023-09-22,Vino Blend,4,2199.17,CLI-1241,Catamarca,Transferencia,Soporte Ventas,491.59
TRX-11657,2023-12-23,Vino Chardonnay,14,6267.35,CLI-1074,Neuquén,Tarjeta de Crédito,Ana García,1427.7
TRX-10072,2023-03-01,Vino Blend,4,4114.81,CLI-1121,Mendoza,Tarjeta de Crédito,Ana García,1373.29
TRX-10374,2023-09-16,Cabernet Sauvignon,18,5394.33,CLI-1113,La Rioja,App Mobile,Soporte Ventas,1146.13
TRX-11452,2024-02-20,Cabernet Sauvignon,24,8569.46,CLI-1379,La Rioja,Efectivo,Soporte Ventas,706.5
TRX-11179,2023-10-22,Bonarda,17,10402.89,CLI-1400,Salta,App Mobile,Luis Rodriguez,334.56
TRX-11948,2023-09-01,Syrah,23,10396.48,CLI-1313,Neuquén,Tarjeta de Crédito,Luis Rodriguez,1157.94
TRX-12497,2023-11-08,Vino Chardonnay,3,4694.97,CLI-512,Catamarca,App Mobile,Soporte Ventas,744.75
TRX-11130,2023-12-30,Cabernet Sauvignon,11,10039.93,CLI-1237,Mendoza,Efectivo,Luis Rodriguez,1016.39
TRX-11461,2023-11-29,Vino Malbec,7,10376.79,CLI-735,La Rioja,Tarjeta de Crédito,Marta Gómez,1438.05
TRX-10276,2023-01-19,Espumante,21,6548.9,CLI-988,La Rioja,Transferencia,Soporte Ventas,1151.57
TRX-11819,2023-01-07,Cabernet Sauvignon,16,8343.01,CLI-992,Mendoza,App Mobile,Ana García,1322.45
TRX-12286,2023-06-18,Syrah,9,3673.26,CLI-742,San Juan,App Mobile,Soporte Ventas,706.65
TRX-12396,2023-01-12,Bonarda,17,6568.14,CLI-1024,San Juan,App Mobile,Juan Pérez,1086.93
TRX-12361,2024-02-13,Cabernet Sauvignon,24,9980.55,CLI-1144,San Juan,Efectivo,Marta Gómez,840.76
TRX-11302,2024-01-12,Bonarda,10,8254.45,CLI-963,Mendoza,Tarjeta de Crédito,Ana García,386.2
TRX-10920,2024-02-11,Vino Malbec,21,11596.58,CLI-1385,Catamarca,Tarjeta de Crédito,Luis Rodriguez,1343.73
TRX-10222,2024-02-18,Syrah,21,3658.04,CLI-935,Neuquén,App Mobile,Luis Rodriguez,1104.12
TRX-11150,2024-01-06,Cabernet Sauvignon,7,2646.06,CLI-599,Neuquén,Tarjeta de Crédito,Juan Pérez,456.65
TRX-12030,2023-09-05,Vino Chardonnay,22,5400.05,CLI-844,Mendoza,App Mobile,Ana García,1355.25
TRX-10573,2023-02-21,Cabernet Sauvignon,24,1938.6,CLI-1337,San Juan,,Ana García,1130.57
TRX-11236,2024-03-18,Espumante,4,1628.79,CLI-1219,San Juan,Transferencia,Ana García,1150.16
TRX-11380,2023-05-12,Vino Malbec,17,1553.54,CLI-1168,La Rioja,App Mobile,Juan Pérez,366.67
TRX-12193,2023-04-30,Vino Malbec,4,7684.27,CLI-664,La Rioja,App Mobile,Marta Gómez,1303.68
TRX-12344,2023-05-14,Vino Rosado,8,6024.66,CLI-1145,Catamarca,,Juan Pérez,411.26
TRX-11334,2023-08-08,Cabernet Sauvignon,16,10721.01,CLI-624,Neuquén,Transferencia,Ana García,768.54
TRX-11856,2023-08-03,Cabernet Sauvignon,23,,CLI-967,Salta,App Mobile,Soporte Ventas,505.79
TRX-11264,2024-03-20,Syrah,14,8480.57,CLI-789,Catamarca,Efectivo,Ana García,618.73
TRX-10418,2023-12-15,Espumante,4,5408.32,CLI-889,La Rioja,App Mobile,Marta Gómez,887.52
TRX-10267,2024-01-28,Bonarda,17,7259.31,CLI-1188,Neuquén,Efectivo,Ana García,421.7
TRX-11104,2023-09-07,Vino Malbec,21,4718.39,CLI-917,Catamarca,Efectivo,Juan Pérez,867.25
TRX-10257,2023-01-28,Vino Malbec,6,4441.76,CLI-692,San Juan,Transferencia,Ana García,940.29
TRX-10295,2023-02-02,Vino Blend,17,3022.89,CLI-766,Catamarca,,Marta Gómez,889.77
TRX-12426,2024-03-13,Syrah,1,8895.78,CLI-1430,Neuquén,Transferencia,Marta Gómez,700.01
TRX-10386,2024-02-27,Vino Malbec,24,6096.9,CLI-1419,Catamarca,Tarjeta de Crédito,Ana García,1305.25
TRX-11701,2023-03-11,Vino Blend,16,11765.18,CLI-1071,San Juan,Transferencia,Ana García,745.76
TRX-11628,2023-09-12,Espumante,6,7169.15,CLI-1029,Mendoza,Efectivo,Juan Pérez,1020.8
TRX-12295,2023-03-14,Cabernet Sauvignon,20,11379.16,CLI-788,Neuquén,Efectivo,Luis Rodriguez,628.8
TRX-12311,2023-10-03,Espumante,18,5100.47,CLI-688,Mendoza,App Mobile,Soporte Ventas,1069.29
TRX-10666,2024-03-20,Vino Malbec,23,10376.35,CLI-1407,Neuquén,App Mobile,Luis Rodriguez,1360.01
TRX-10453,2023-04-16,Cabernet Sauvignon,9,7306.02,CLI-702,Catamarca,Tarjeta de Crédito,Ana García,852.1
TRX-11941,2023-01-19,Bonarda,13,9832.84,CLI-992,Salta,,Luis Rodriguez,1197.7
TRX-10770,2024-03-04,Vino Rosado,14,10958.86,CLI-688,La Rioja,App Mobile,Juan Pérez,955.75
TRX-11563,2023-10-04,Vino Chardonnay,5,7634.1,CLI-1374,San Juan,App Mobile,Ana García,659.27
TRX-11996,2023-03-26,Vino Rosado,13,4845.08,CLI-571,Neuquén,,Soporte Ventas,692.46
TRX-11400,2024-02-15,Vino Malbec,2,4946.79,CLI-1302,San Juan,Efectivo,Luis Rodriguez,719.81
TRX-10712,2023-11-11,Syrah,19,10641.02,CLI-720,San Juan,Efectivo,Ana García,634.69
TRX-12414,2023-11-06,Vino Malbec,4,2764.38,CLI-1177,Catamarca,Tarjeta de Crédito,Ana García,885.78
TRX-10562,2023-04-03,Vino Blend,4,9762.82,CLI-1215,Mendoza,Efectivo,Luis Rodriguez,439.25
TRX-10209,2023-10-21,Vino Malbec,17,5453.42,CLI-900,San Juan,Tarjeta de Crédito,Luis Rodriguez,927.92
TRX-10909,2023-02-02,Vino Blend,4,7047.03,CLI-1327,Catamarca,Tarjeta de Crédito,Ana García,1284.96
TRX-11289,2023-06-17,Syrah,13,6574.02,CLI-1488,Neuquén,,Soporte Ventas,1453.09
TRX-11866,2023-08-03,Cabernet Sauvignon,3,5605.61,CLI-877,Neuquén,Transferencia,Soporte Ventas,964.25
TRX-11842,2024-02-03,Cabernet Sauvignon,21,7103.73,CLI-1087,San Juan,,Luis Rodriguez,1117.14
TRX-10449,2024-02-28,Vino Malbec,9,,CLI-1212,San Juan,Transferencia,Ana García,1086.71
TRX-10201,23/02/2023,,6,9137.65,CLI-1358,La Rioja,Transferencia,Marta Gómez,324.12
TRX-10104,2024-02-29,Bonarda,7,10679.75,CLI-794,San Juan,Tarjeta de Crédito,Marta Gómez,935.39
TRX-11820,2024-02-21,Espumante,13,6697.4,CLI-759,La Rioja,,Marta Gómez,757.79
TRX-10958,22/02/2024,Vino Chardonnay,1,10934.98,CLI-596,Salta,Tarjeta de Crédito,Ana García,843.64
TRX-11793,2024-01-13,Cabernet Sauvignon,9,4562.09,CLI-1137,Catamarca,Tarjeta de Crédito,Luis Rodriguez,1040.6
TRX-12109,2023-09-22,Vino Malbec,10,6854.04,CLI-978,San Juan,Efectivo,Ana García,264.42
TRX-10654,2023-11-27,Syrah,11,6479.16,CLI-693,Mendoza,Transferencia,Soporte Ventas,972.08
TRX-12473,2023-08-20,Vino Blend,3,5408.97,CLI-1092,La Rioja,Transferencia,Luis Rodriguez,1463.87
TRX-11401,2023-04-15,Syrah,13,5249.26,CLI-645,Catamarca,Tarjeta de Crédito,Soporte Ventas,1308.51
TRX-10331,2023-07-05,Vino Rosado,18,10788.47,CLI-981,San Juan,Tarjeta de Crédito,Soporte Ventas,314.32
TRX-11760,2024-03-17,Cabernet Sauvignon,9,2226.4,CLI-1394,Mendoza,Transferencia,Soporte Ventas,591.97
TRX-12419,2023-05-27,Vino Chardonnay,10,9470.08,CLI-630,San Juan,Transferencia,Juan Pérez,1108.59
TRX-11107,2023-05-11,Cabernet Sauvignon,4,6408.36,CLI-879,La Rioja,,Juan Pérez,341.4
TRX-12173,2023-05-27,Vino Rosado,8,6768.5,CLI-1291,Catamarca,Tarjeta de Crédito,Juan Pérez,452.38
TRX-10411,2023-01-07,Espumante,22,10233.4,CLI-1442,San Juan,App Mobile,Soporte Ventas,377.47
TRX-11774,2023-08-09,Syrah,15,4843.47,CLI-1161,Neuquén,Transferencia,Marta Gómez,1187.25
TRX-12273,2024-02-29,Syrah,6,9992.49,CLI-1141,Salta,Efectivo,Luis Rodriguez,477.61
TRX-12247,2024-02-27,Vino Blend,19,4628.11,CLI-504,Catamarca,Transferencia,Luis Rodriguez,987.83
TRX-12444,2023-08-22,Vino Chardonnay,21,4342.78,CLI-1131,Salta,Tarjeta de Crédito,Ana García,1017.9
TRX-10419,2024-01-26,Cabernet Sauvignon,1,2033.43,CLI-712,Salta,Tarjeta de Crédito,Soporte Ventas,709.55
TRX-10638,2023-01-15,Cabernet Sauvignon,13,11657.32,CLI-932,La Rioja,,Soporte Ventas,840.84
TRX-11696,2023-05-28,Espumante,1,6812.5,CLI-1478,Mendoza,Transferencia,Soporte Ventas,242.65
TRX-10989,2023-03-17,Vino Chardonnay,13,5248.07,CLI-864,Mendoza,App Mobile,Ana García,1490.29
TRX-12454,2023-12-01,Cabernet Sauvignon,16,5527.83,CLI-1195,SALTA,Transferencia,Marta Gómez,365.65
TRX-11681,2024-02-11,Vino Blend,7,3664.19,CLI-1360,Mendoza,Transferencia,Ana García,447.12
TRX-10849,2023-04-13,Cabernet Sauvignon,24,9331.47,CLI-1240,San Juan,,Juan Pérez,459.65
TRX-12036,2023-04-25,Vino Chardonnay,8,9510.12,CLI-1144,La Rioja,,Juan Pérez,920.98
TRX-11710,2023-02-27,Espumante,16,2856.93,CLI-1091,Neuquén,Efectivo,Juan Pérez,495.27
TRX-12034,2023-09-15,Vino Chardonnay,7,2038.75,CLI-1220,Mendoza,,Luis Rodriguez,888.28
TRX-10726,2023-06-16,Vino Chardonnay,21,4979.11,CLI-1437,Mendoza,App Mobile,Luis Rodriguez,438.92
TRX-10430,2023-03-28,Vino Malbec,12,4065.72,CLI-1147,San Juan,App Mobile,Soporte Ventas,226.73
TRX-11004,2023-05-22,Vino Blend,23,1620.33,CLI-700,La Rioja,Transferencia,Soporte Ventas,516.78
TRX-12099,2023-10-22,Bonarda,2,11338.51,CLI-973,Mendoza,Efectivo,Soporte Ventas,456.96
TRX-11366,2023-01-07,Syrah,17,10021.04,CLI-793,Neuquén,Transferencia,Soporte Ventas,393.92
TRX-10173,2023-12-20,Vino Malbec,2,6651.85,CLI-667,La Rioja,,Marta Gómez,1470.1
TRX-10858,2023-04-06,Espumante,9,8464.71,CLI-517,Salta,,Ana García,1270.77
TRX-11176,2023-12-02,Vino Blend,1,5874.25,CLI-560,Catamarca,Tarjeta de Crédito,Juan Pérez,298.1
TRX-10519,2023-04-22,Espumante,6,10405.85,CLI-1104,Salta,App Mobile,Ana García,1201.17
TRX-11476,2023-10-31,Cabernet Sauvignon,22,2391.65,CLI-1054,Mendoza,Tarjeta de Crédito,Ana García,650.28
TRX-11273,2023-04-03,Syrah,16,3911.05,CLI-1429,Neuquén,App Mobile,Ana García,409.49
TRX-12106,2023-10-07,Vino Chardonnay,23,7983.66,CLI-934,San Juan,,Juan Pérez,730.77
TRX-10102,2023-03-17,Vino Rosado,17,11980.16,CLI-1204,Salta,App Mobile,Marta Gómez,722.17
TRX-12021,2023-05-15,Espumante,3,5825.5,CLI-980,La Rioja,App Mobile,Soporte Ventas,252.02
TRX-11324,2023-07-29,Vino Blend,19,11408.12,CLI-855,Mendoza,Transferencia,Marta Gómez,522.99
TRX-11952,2024-03-04,Syrah,17,3323.0,CLI-844,San Juan,Efectivo,Luis Rodriguez,727.12
TRX-11263,2023-03-17,Syrah,19,,CLI-1102,Neuquén,Tarjeta de Crédito,Luis Rodriguez,377.05
TRX-10444,2023-07-20,Cabernet Sauvignon,18,6154.04,CLI-1159,Salta,App Mobile,Ana García,542.12
TRX-11291,2023-11-21,Vino Chardonnay,18,,CLI-703,Salta,Transferencia,Soporte Ventas,952.16
TRX-12436,2023-10-24,Vino Rosado,10,8778.67,CLI-533,Mendoza,Efectivo,Juan Pérez,1028.86
TRX-10956,2023-01-03,Vino Malbec,9,11285.99,CLI-609,Catamarca,Efectivo,Ana García,685.33
TRX-10455,2023-07-24,Bonarda,10,4504.3,CLI-953,CATAMARCA,Efectivo,Juan Pérez,533.88
TRX-10583,2023-02-14,Vino Chardonnay,7,7117.25,CLI-1034,San Juan,Efectivo,Luis Rodriguez,370.66
TRX-11355,2023-03-21,Cabernet Sauvignon,8,7590.06,CLI-1190,Salta,Efectivo,Soporte Ventas,262.79
TRX-10018,2023-11-30,Vino Rosado,4,3598.0,CLI-665,San Juan,Transferencia,Luis Rodriguez,493.43
TRX-11643,2024-03-14,Cabernet Sauvignon,21,2048.59,CLI-1044,La Rioja,Efectivo,Juan Pérez,1034.33
TRX-11191,2023-09-26,Bonarda,2,11313.22,CLI-703,Salta,App Mobile,Ana García,397.18
TRX-10000,2023-12-31,Vino Chardonnay,4,8529.27,CLI-501,Neuquén,Tarjeta de Crédito,Ana García,1116.18
TRX-11580,2024-01-05,Espumante,8,2540.62,CLI-1051,La Rioja,Transferencia,Luis Rodriguez,529.7
TRX-11581,2023-08-10,Cabernet Sauvignon,20,11372.71,CLI-568,Mendoza,,Luis Rodriguez,490.84
TRX-10126,2024-01-17,Bonarda,11,6812.57,CLI-1109,San Juan,,Ana García,1226.4
TRX-11356,2023-12-19,Cabernet Sauvignon,11,4010.42,CLI-1430,Catamarca,Transferencia,Soporte Ventas,766.29
TRX-10906,2024-02-17,Vino Malbec,11,3481.09,CLI-1002,San Juan,Efectivo,Luis Rodriguez,803.84
TRX-12142,2024-01-06,Bonarda,2,10978.76,CLI-1135,Catamarca,,Luis Rodriguez,1045.79
TRX-12298,2023-06-13,Vino Malbec,12,9674.79,CLI-1299,Salta,Efectivo,Luis Rodriguez,882.61
TRX-12392,2023-03-05,Vino Blend,1,9449.52,CLI-1206,Mendoza,Transferencia,Soporte Ventas,1248.32
TRX-12282,2023-05-25,Vino Blend,4,11255.53,CLI-1483,La Rioja,App Mobile,Ana García,1419.27
TRX-10396,2023-01-28,Vino Blend,23,4760.77,CLI-1146,Salta,,Soporte Ventas,1086.11
TRX-11574,2024-02-16,Vino Malbec,1,10583.54,CLI-769,La Rioja,App Mobile,Marta Gómez,384.01
TRX-11064,2024-03-19,Bonarda,12,4172.61,CLI-877,Salta,Transferencia,Soporte Ventas,940.64
TRX-12425,2023-05-25,Cabernet Sauvignon,11,2360.17,CLI-1004,Neuquén,Tarjeta de Crédito,Luis Rodriguez,1128.15
TRX-12170,2023-08-02,Vino Malbec,1,6068.66,CLI-640,La Rioja,Efectivo,Luis Rodriguez,1234.23
TRX-12214,2023-12-25,Vino Malbec,15,1605.2,CLI-582,La Rioja,Efectivo,Soporte Ventas,527.63
TRX-10818,2023-11-28,Cabernet Sauvignon,7,7669.97,CLI-638,San Juan,,Luis Rodriguez,1455.02
TRX-11812,2023-01-08,Vino Rosado,20,8464.84,CLI-633,Salta,Efectivo,Luis Rodriguez,211.63
TRX-10855,2023-08-13,Vino Blend,21,6007.79,CLI-1141,La Rioja,App Mobile,Ana García,417.38
TRX-11552,2023-07-09,Syrah,2,11916.6,CLI-1343,San Juan,App Mobile,Luis Rodriguez,1149.45
TRX-10552,2023-03-20,Vino Malbec,7,8683.93,CLI-778,Neuquén,Transferencia,Luis Rodriguez,948.98
TRX-10816,2024-01-09,Vino Chardonnay,16,6298.29,CLI-1205,San Juan,App Mobile,Luis Rodriguez,741.35
TRX-11572,2023-09-06,Syrah,16,11648.66,CLI-556,La Rioja,App Mobile,Marta Gómez,429.56
TRX-11367,2023-01-28,Vino Chardonnay,2,9073.91,CLI-829,Mendoza,App Mobile,Luis Rodriguez,262.6
TRX-11800,2023-11-24,Syrah,3,8264.61,CLI-1461,Neuquén,,Ana García,282.99
TRX-10232,2023-01-19,Vino Blend,15,11706.84,CLI-1031,Catamarca,Transferencia,Marta Gómez,803.93
TRX-10381,2023-02-10,Cabernet Sauvignon,16,6950.25,CLI-1206,NEUQUÉN,,Soporte Ventas,802.86
TRX-11845,2024-02-08,Vino Chardonnay,13,9152.5,CLI-666,Salta,Transferencia,Ana García,673.21
TRX-11386,2023-05-24,,19,1845.49,CLI-569,San Juan,App Mobile,Juan Pérez,1112.9
TRX-12359,2024-02-10,Syrah,16,9062.6,CLI-1143,La Rioja,,Juan Pérez,216.25
TRX-10317,2023-10-28,Syrah,12,10725.66,CLI-686,Neuquén,,Luis Rodriguez,850.37
TRX-12376,2023-01-27,Syrah,4,2097.03,CLI-770,La Rioja,App Mobile,Juan Pérez,864.55
TRX-11968,2024-01-23,Syrah,9,7094.89,CLI-814,Salta,,Soporte Ventas,1067.07
TRX-11780,2023-09-19,Espumante,2,4067.93,CLI-818,Neuquén,Transferencia,Soporte Ventas,1269.8
TRX-10340,2023-11-21,Vino Chardonnay,17,5395.59,CLI-1445,Salta,App Mobile,Ana García,675.94
TRX-12287,2023-12-30,Vino Malbec,18,2260.04,CLI-751,Salta,App Mobile,Ana García,851.82
TRX-12398,2024-01-27,Cabernet Sauvignon,5,8813.51,CLI-1394,San Juan,App Mobile,Ana García,1445.07
TRX-10864,2024-01-17,Vino Blend,16,10542.25,CLI-602,Salta,Tarjeta de Crédito,Ana García,1437.29
TRX-10891,2023-12-31,Vino Rosado,18,6832.79,CLI-1181,Neuquén,Transferencia,Luis Rodriguez,1367.1
TRX-10403,2023-06-05,Vino Blend,17,11108.45,CLI-1092,Salta,App Mobile,Luis Rodriguez,1437.07
TRX-10554,2023-11-12,Vino Rosado,23,3183.0,CLI-726,San Juan,Tarjeta de Crédito,Luis Rodriguez,609.31
TRX-11159,2023-01-30,Espumante,5,5962.0,CLI-804,Salta,Efectivo,Ana García,1212.13
TRX-11213,2023-04-10,Vino Malbec,10,10261.41,CLI-735,Catamarca,Transferencia,Juan Pérez,690.66
TRX-12266,2024-01-09,Espumante,11,7773.36,CLI-1480,La Rioja,Efectivo,Ana García,448.02
TRX-11325,2023-01-22,Syrah,10,7009.95,CLI-640,Mendoza,App Mobile,Luis Rodriguez,268.34
TRX-10048,2023-04-17,Vino Rosado,11,10134.28,CLI-884,Mendoza,App Mobile,Luis Rodriguez,498.68
TRX-12432,2024-02-17,Espumante,15,7562.17,CLI-1468,Catamarca,Transferencia,Soporte Ventas,395.74
TRX-10700,2024-03-23,,12,6825.2,CLI-957,Neuquén,App Mobile,Luis Rodriguez,1100.91
TRX-10652,2023-03-19,Vino Malbec,16,7742.72,CLI-1194,La Rioja,Tarjeta de Crédito,Luis Rodriguez,279.67
TRX-11712,2023-04-11,Vino Malbec,22,11989.42,CLI-692,Mendoza,,Soporte Ventas,481.09
TRX-11847,2023-04-26,Bonarda,16,5350.02,CLI-1131,San Juan,App Mobile,Ana García,963.83
TRX-11875,2023-01-11,Bonarda,24,2307.5,CLI-952,Salta,Tarjeta de Crédito,Juan Pérez,844.9
TRX-10748,01/05/2023,Vino Blend,5,8172.0,CLI-738,NEUQUÉN,Tarjeta de Crédito,Luis Rodriguez,755.47
TRX-11455,2023-12-11,,9,10536.29,CLI-1359,La Rioja,Tarjeta de Crédito,Soporte Ventas,1115.03
TRX-11314,2023-12-27,Vino Malbec,8,3420.39,CLI-1314,San Juan,,Marta Gómez,337.52
TRX-12145,2023-11-23,Vino Blend,9,2602.3,CLI-1467,San Juan,,Luis Rodriguez,316.02
TRX-12078,2023-09-13,Syrah,13,9864.21,CLI-541,Catamarca,App Mobile,Soporte Ventas,493.18
TRX-10866,2023-04-28,Espumante,17,3472.95,CLI-850,Catamarca,Tarjeta de Crédito,Ana García,733.58
TRX-10752,2024-02-27,Vino Malbec,12,2818.28,CLI-1239,La Rioja,App Mobile,Marta Gómez,1170.96
TRX-11644,2023-04-18,Bonarda,2,3038.84,CLI-866,Neuquén,Tarjeta de Crédito,Soporte Ventas,1266.35
TRX-10092,2023-04-25,Syrah,7,4995.98,CLI-577,Salta,Efectivo,Luis Rodriguez,263.18
TRX-10440,2023-03-24,Syrah,21,4738.62,CLI-536,Mendoza,App Mobile,Ana García,397.81
TRX-11472,2023-08-24,Vino Chardonnay,23,5301.58,CLI-662,Catamarca,Tarjeta de Crédito,Ana García,277.07
TRX-12498,2023-11-21,Vino Rosado,10,7497.55,CLI-1163,Mendoza,Transferencia,Ana García,487.9
TRX-11490,2023-07-03,Vino Blend,16,11891.21,CLI-1303,Neuquén,,Juan Pérez,1495.34
TRX-12238,2023-12-16,Vino Blend,16,11979.84,CLI-1473,Catamarca,App Mobile,Juan Pérez,334.47
TRX-10729,2023-03-27,Vino Malbec,12,10045.39,CLI-552,San Juan,Tarjeta de Crédito,Luis Rodriguez,1294.23
TRX-10261,2023-04-27,Espumante,1,8368.78,CLI-1397,La Rioja,Tarjeta de Crédito,Luis Rodriguez,1088.02
TRX-12274,2023-08-27,Syrah,1,9019.83,CLI-1420,Salta,,Marta Gómez,564.76
TRX-11936,2023-04-22,Espumante,5,1703.74,CLI-750,Catamarca,,Soporte Ventas,697.93
TRX-11110,2023-10-31,Syrah,16,10169.42,CLI-1483,Mendoza,Transferencia,Juan Pérez,1107.17
TRX-11792,2023-02-07,Vino Malbec,3,4288.45,CLI-707,San Juan,Tarjeta de Crédito,Marta Gómez,512.14
TRX-11384,2023-08-12,Vino Malbec,2,5829.91,CLI-1092,Mendoza,,Marta Gómez,885.6
TRX-11185,2023-06-19,Espumante,5,9690.96,CLI-1086,Mendoza,Efectivo,Marta Gómez,619.62
TRX-12007,2023-01-16,Syrah,19,6598.69,CLI-928,San Juan,Transferencia,Juan Pérez,1162.0
TRX-10193,2024-03-18,Syrah,18,6482.56,CLI-1331,Mendoza,App Mobile,Soporte Ventas,328.83
TRX-11515,2023-07-13,Vino Malbec,22,10931.43,CLI-1027,Catamarca,Transferencia,Soporte Ventas,1476.2
TRX-10578,2023-03-05,Cabernet Sauvignon,9,6476.75,CLI-1396,San Juan,,Juan Pérez,448.06
TRX-11429,2023-01-23,Syrah,22,6122.26,CLI-738,San Juan,Efectivo,Ana García,997.59
TRX-10771,2023-01-25,Cabernet Sauvignon,6,,CLI-1412,Mendoza,Transferencia,Soporte Ventas,625.28
TRX-11478,2023-11-12,Syrah,18,3494.3,CLI-1163,Catamarca,Efectivo,Juan Pérez,1288.6
TRX-11846,2023-09-30,Vino Malbec,13,9638.87,CLI-1428,Mendoza,App Mobile,Ana García,290.98
TRX-10131,2024-01-11,Espumante,17,7700.81,CLI-526,Mendoza,Efectivo,Juan Pérez,925.87
TRX-10178,2023-08-07,Cabernet Sauvignon,2,5388.17,CLI-940,La Rioja,App Mobile,Luis Rodriguez,632.7
TRX-10504,2024-03-10,Bonarda,7,11068.11,CLI-1112,Mendoza,Tarjeta de Crédito,Ana García,829.73
TRX-11811,2023-11-28,Vino Rosado,1,11214.88,CLI-616,Catamarca,Efectivo,Marta Gómez,554.44
TRX-11573,2023-05-26,Espumante,15,,CLI-1340,San Juan,Transferencia,Ana García,1191.23
TRX-12438,2023-10-31,Cabernet Sauvignon,15,4007.56,CLI-1048,Salta,Transferencia,Marta Gómez,694.77
TRX-10819,2023-05-26,Espumante,9,2340.08,CLI-1092,Salta,Tarjeta de Crédito,Soporte Ventas,633.74
TRX-12073,2023-01-08,Cabernet Sauvignon,13,2061.16,CLI-1159,Mendoza,App Mobile,Soporte Ventas,385.71
TRX-10658,2023-09-30,Vino Malbec,20,7067.61,CLI-743,San Juan,Tarjeta de Crédito,Luis Rodriguez,1384.37
TRX-11896,2023-06-24,Vino Rosado,17,11003.62,CLI-630,Catamarca,Transferencia,Ana García,947.24
TRX-10526,2023-10-17,Vino Blend,19,9372.3,CLI-790,Mendoza,Tarjeta de Crédito,Marta Gómez,1020.34
TRX-11447,2023-06-30,Vino Rosado,22,3579.69,CLI-1146,Salta,App Mobile,Soporte Ventas,1246.94
TRX-10342,2023-09-30,Bonarda,7,9408.4,CLI-596,La Rioja,,Soporte Ventas,295.16
TRX-11031,2023-09-24,Cabernet Sauvignon,23,11473.0,CLI-684,Catamarca,,Ana García,240.06
TRX-10727,2023-06-10,Vino Chardonnay,3,4330.72,CLI-1315,La Rioja,Efectivo,Luis Rodriguez,939.93
TRX-10481,2024-01-11,Espumante,13,5790.48,CLI-1282,Mendoza,Transferencia,Luis Rodriguez,1085.78
TRX-10976,2023-06-04,Vino Chardonnay,15,1735.42,CLI-1090,Salta,App Mobile,Marta Gómez,1404.24
TRX-12098,2023-11-01,Bonarda,4,4087.47,CLI-1087,Neuquén,Transferencia,Luis Rodriguez,222.81
TRX-11347,2023-07-30,Espumante,23,11895.09,CLI-1090,Neuquén,Tarjeta de Crédito,Marta Gómez,1038.25
TRX-11928,2023-02-07,,5,3546.65,CLI-502,Neuquén,Efectivo,Luis Rodriguez,247.39
TRX-12044,2023-01-15,Cabernet Sauvignon,1,7131.45,CLI-789,San Juan,Efectivo,Marta Gómez,471.56
TRX-11986,2023-01-15,Vino Rosado,17,11408.73,CLI-1169,Salta,Transferencia,Marta Gómez,205.15
TRX-11299,2023-07-19,Syrah,4,2759.0,CLI-962,Salta,App Mobile,Soporte Ventas,1498.3
TRX-11327,2023-04-15,Espumante,13,9053.0,CLI-1196,La Rioja,,Ana García,263.35
TRX-11348,2023-11-28,Vino Blend,5,4768.2,CLI-837,San Juan,,Ana García,800.59
TRX-10660,2023-06-17,Vino Malbec,7,10130.28,CLI-1119,Mendoza,Tarjeta de Crédito,Ana García,314.67
TRX-11790,2023-04-15,Syrah,9,6933.15,CLI-793,La Rioja,Tarjeta de Crédito,Juan Pérez,504.47
TRX-10668,2023-06-19,Cabernet Sauvignon,7,8627.45,CLI-739,Salta,Efectivo,Marta Gómez,1008.21
TRX-11585,2023-01-23,Vino Chardonnay,18,11582.17,CLI-1135,Salta,Efectivo,Ana García,1051.64
TRX-10493,2024-02-20,Vino Chardonnay,3,9921.11,CLI-876,Catamarca,,Juan Pérez,465.3
TRX-12252,2024-03-11,Vino Blend,22,3910.51,CLI-1262,San Juan,Transferencia,Ana García,454.6
TRX-11058,2023-12-17,Vino Rosado,9,9670.12,CLI-1303,Neuquén,Efectivo,Luis Rodriguez,1113.46
TRX-11693,2023-12-03,Cabernet Sauvignon,7,2873.84,CLI-932,Catamarca,Efectivo,Ana García,590.82
TRX-11085,01/01/2024,Espumante,6,7725.72,CLI-848,La Rioja,,Ana García,308.41
